#matrix		clu-40 (s)	clu-60 (s)	clu-100 (s)
2		0.9236		1.3094		2.311
3		0.9581		1.3955		3.3337
4		1.1113		1.6296		3.9966
5		2.058		3.1497		6.5104
6		8.2996		12.4444		21.6865
7		53.536		79.6324		131.9142
