#matrix		clu-40 (s)	clu-40 (s)	clu-60 (s)	clu-60 (s)	clu-100 (s)	clu-100 (s)
2		0.0142		0.9236		0.0168		1.3094		0.0219		2.311
3		0.021		0.9581		0.0277		1.3955		0.0446		3.3337
4		0.0528		1.1113		0.0739		1.6296		0.1367		3.9966
5		0.2197		2.058		0.3261		3.1497		0.5998		6.5104
6		1.2746		8.2996		1.92		12.4444		3.2522		21.6865
7		9.1004		53.536		13.4948		79.6324		22.6814		131.9142
